Id,MSSubClass,LotArea,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,YrSold,SalePrice
1237,160,2628,Twnhs,2Story,7,5,2003,2003,Gd,TA,PConc,Gd,TA,764,Ex,764,862,1626,2,1,2,Gd,6,Typ,0,NA,2,474,TA,TA,0,27,0,0,0,2010,175500
1238,60,12393,1Fam,2Story,7,5,2004,2005,Gd,TA,PConc,Gd,TA,847,Ex,847,1101,1948,2,1,4,Gd,8,Typ,1,Gd,2,434,TA,TA,100,48,0,0,0,2006,195000
1239,20,13072,1Fam,1Story,6,5,2005,2005,Gd,TA,PConc,Gd,TA,1141,Ex,1141,0,1141,1,1,3,TA,6,Typ,0,NA,2,484,TA,TA,0,0,0,0,0,2006,142500
1240,20,9037,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,Gd,TA,1476,Ex,1484,0,1484,2,0,2,Ex,6,Typ,1,Gd,2,472,TA,TA,120,33,0,0,0,2007,265900
1241,60,8158,1Fam,2Story,7,5,2003,2003,Gd,TA,PConc,Gd,TA,884,Ex,884,884,1768,2,1,3,Gd,8,Typ,0,NA,2,543,TA,TA,0,63,0,0,0,2008,224900
1242,20,9849,1Fam,1Story,7,6,2007,2007,Gd,TA,PConc,Gd,TA,1689,Ex,1689,0,1689,2,0,3,Gd,7,Typ,0,NA,3,954,TA,TA,0,56,0,0,0,2007,248328
1243,85,10625,1Fam,SFoyer,7,6,1974,1974,TA,TA,CBlock,Gd,TA,1053,TA,1173,0,1173,2,0,3,Gd,6,Typ,2,TA,2,528,TA,TA,0,120,0,0,0,2010,170000
1244,20,13891,1Fam,1Story,10,5,2006,2006,Ex,TA,PConc,Ex,Gd,2076,Ex,2076,0,2076,2,1,2,Ex,7,Typ,1,Gd,3,850,TA,TA,216,229,0,0,0,2006,465000
1245,70,11435,1Fam,2Story,8,7,1929,1950,TA,TA,PConc,Gd,TA,792,Fa,792,725,1517,1,0,3,Gd,7,Typ,2,Gd,2,400,TA,TA,0,0,0,0,0,2006,230000
1246,80,12090,1Fam,SLvl,6,7,1984,2003,TA,TA,CBlock,Gd,TA,585,Ex,1140,728,1868,3,1,3,TA,7,Typ,1,TA,2,477,TA,TA,268,112,0,0,147,2007,178000
1247,60,8125,1Fam,2Story,7,5,2005,2006,Gd,TA,PConc,Gd,TA,756,Ex,756,797,1553,2,1,3,Gd,6,Typ,0,NA,2,615,TA,TA,0,45,0,0,0,2006,186500
1248,80,12328,1Fam,SLvl,6,5,1976,1976,TA,TA,CBlock,TA,TA,1012,TA,1034,0,1034,1,0,3,TA,6,Typ,0,NA,3,888,TA,TA,0,0,0,0,0,2010,169900
1249,75,9600,1Fam,2.5Unf,6,5,1917,1950,TA,TA,BrkTil,Gd,TA,735,Fa,1134,924,2058,1,1,3,TA,8,Typ,1,Gd,2,396,Fa,Fa,0,0,259,0,0,2008,129500
1250,20,7200,1Fam,1Story,5,7,1950,1950,TA,TA,CBlock,TA,TA,876,TA,988,0,988,1,0,3,TA,6,Typ,0,NA,1,276,TA,TA,0,80,0,0,0,2007,119000
1251,20,11160,1Fam,1Story,7,5,1968,1968,Gd,TA,CBlock,TA,TA,2110,Ex,2110,0,2110,2,1,3,Ex,8,Typ,2,TA,2,522,TA,TA,0,0,0,0,0,2010,244000
1252,120,3136,TwnhsE,1Story,7,5,2003,2003,Gd,TA,PConc,Gd,TA,1405,Ex,1405,0,1405,2,0,2,Gd,6,Typ,1,Gd,2,478,TA,TA,148,36,0,0,0,2006,171750
1253,20,9858,1Fam,1Story,5,6,1968,1968,TA,TA,CBlock,TA,TA,864,TA,874,0,874,1,0,3,TA,5,Typ,0,NA,1,288,TA,TA,33,0,0,0,0,2009,130000
1254,60,17542,1Fam,2Story,7,7,1974,2003,Gd,TA,CBlock,TA,TA,1192,TA,1516,651,2167,2,1,3,Gd,9,Typ,2,Gd,2,518,TA,TA,220,47,0,0,0,2007,294000
1255,60,6931,1Fam,2Story,7,5,2003,2004,Gd,TA,PConc,Gd,TA,746,Ex,760,896,1656,2,1,3,Gd,7,Typ,1,Gd,2,397,TA,TA,178,128,0,0,0,2008,165400
1256,50,6240,1Fam,1.5Fin,6,6,1931,1950,TA,TA,BrkTil,TA,Fa,884,TA,959,408,1367,1,0,3,TA,6,Typ,1,Gd,1,560,TA,TA,0,0,0,0,120,2007,127500
1257,20,14303,1Fam,1Story,8,5,1994,1994,Gd,TA,PConc,Gd,TA,1986,Ex,1987,0,1987,2,0,2,Gd,7,Typ,1,TA,2,691,TA,TA,262,36,0,0,0,2008,301500
1258,30,4060,1Fam,1Story,5,8,1922,1950,TA,TA,PConc,Fa,TA,864,Ex,864,0,864,1,0,2,TA,4,Typ,0,NA,0,0,NA,NA,0,96,0,0,0,2009,99900
1259,80,9587,1Fam,SLvl,7,5,2005,2005,Gd,TA,PConc,Gd,TA,856,Ex,1166,0,1166,2,0,2,Gd,5,Typ,0,NA,2,400,TA,TA,212,0,0,0,0,2008,190000
1260,20,9750,1Fam,1Story,6,8,1969,1969,TA,TA,CBlock,Gd,TA,1054,Gd,1054,0,1054,1,1,3,TA,6,Typ,0,NA,2,460,TA,TA,180,0,0,0,80,2008,151000
1261,60,24682,1Fam,2Story,6,5,1999,1999,TA,TA,PConc,Gd,TA,841,Ex,892,783,1675,2,1,3,TA,7,Typ,1,TA,2,502,TA,TA,0,103,0,0,0,2009,181000
1262,20,9600,1Fam,1Story,5,6,1956,1956,TA,TA,CBlock,TA,TA,1050,Gd,1050,0,1050,1,0,2,TA,5,Typ,0,NA,1,338,TA,TA,0,0,0,0,0,2009,128900
1263,50,11250,1Fam,1.5Fin,4,5,1957,1989,TA,TA,CBlock,TA,TA,1104,Ex,1104,684,1788,1,0,5,TA,8,Min2,2,TA,1,304,TA,TA,120,0,0,0,0,2009,161500
1264,70,13515,1Fam,2Story,6,6,1919,1950,TA,TA,PConc,TA,TA,764,Ex,1060,764,1824,1,0,3,TA,8,Typ,1,Gd,2,520,TA,TA,0,0,126,0,0,2007,180500
1265,120,4060,TwnhsE,1Story,6,5,1998,1999,Gd,TA,PConc,Gd,TA,1405,Ex,1337,0,1337,2,0,2,Gd,5,Typ,0,NA,2,511,TA,TA,144,68,0,0,0,2008,181000
1266,160,3735,TwnhsE,2Story,7,5,1999,1999,Gd,TA,PConc,Gd,TA,691,Ex,713,739,1452,2,1,3,Gd,6,Typ,0,NA,2,506,TA,TA,0,34,0,0,0,2006,183900
1267,190,10120,2fmCon,2.5Unf,7,4,1910,1950,Fa,TA,CBlock,TA,TA,925,TA,964,925,1889,1,1,4,TA,9,Typ,1,Gd,1,308,TA,TA,0,0,264,0,0,2007,122000
1268,20,13214,1Fam,1Story,9,5,2008,2009,Ex,TA,PConc,Ex,TA,2002,Ex,2018,0,2018,2,0,3,Ex,10,Typ,1,Gd,3,746,TA,TA,144,76,0,0,0,2010,378500
1269,50,14100,1Fam,1.5Fin,8,9,1935,1997,TA,Gd,CBlock,TA,TA,728,Ex,1968,1479,3447,3,1,4,Gd,11,Typ,2,Gd,3,1014,TA,TA,314,12,0,0,0,2008,381000
1270,50,11344,1Fam,1.5Fin,5,5,1958,1958,TA,TA,CBlock,TA,TA,874,TA,874,650,1524,1,1,3,TA,7,Typ,0,NA,1,315,TA,TA,0,0,0,0,0,2007,144000
1271,40,23595,1Fam,1Story,7,6,1979,1979,Gd,TA,PConc,Gd,TA,1332,TA,1332,192,1524,0,1,0,Gd,4,Typ,1,TA,2,586,TA,TA,268,0,0,0,0,2010,260000
1272,20,9156,1Fam,1Story,6,7,1968,1968,TA,TA,CBlock,TA,TA,1489,Gd,1489,0,1489,2,0,3,Gd,7,Typ,1,Gd,2,462,TA,TA,0,0,0,0,0,2009,185750
1273,20,13526,1Fam,1Story,5,6,1965,1965,TA,TA,CBlock,TA,TA,935,TA,935,0,935,1,0,3,TA,5,Typ,0,NA,1,288,TA,TA,180,0,0,0,0,2006,137000
1274,80,11512,1Fam,SLvl,6,7,1959,2006,TA,TA,CBlock,TA,TA,1019,Gd,1357,0,1357,1,0,2,Ex,5,Typ,1,Gd,1,312,TA,TA,0,0,0,0,163,2008,177000
1275,50,5362,1Fam,1.5Fin,5,6,1910,2003,TA,TA,PConc,TA,TA,661,Ex,661,589,1250,2,0,3,TA,8,Typ,1,Gd,2,552,TA,TA,242,0,81,0,0,2007,139000
1276,90,11345,Duplex,2Story,5,5,1948,1950,TA,TA,CBlock,TA,TA,928,Gd,928,992,1920,2,0,4,TA,10,Typ,0,NA,2,400,TA,Fa,0,0,0,0,0,2007,137000
1277,60,12936,1Fam,2Story,6,6,1972,1972,TA,TA,CBlock,TA,Gd,723,TA,735,660,1395,1,1,3,TA,6,Typ,1,TA,2,497,TA,TA,294,116,0,0,0,2009,162000
1278,80,17871,1Fam,SLvl,6,5,1967,1976,TA,TA,CBlock,Gd,TA,1680,Fa,1724,0,1724,1,1,3,TA,7,Typ,1,Gd,2,480,TA,TA,0,0,0,0,0,2009,197900
1279,60,9473,1Fam,2Story,8,5,2002,2002,Gd,TA,PConc,Gd,TA,1128,Ex,1128,903,2031,2,1,3,Gd,7,Typ,1,Gd,2,577,TA,TA,0,211,0,0,0,2008,237000
1280,50,7500,1Fam,1.5Fin,4,4,1920,1950,TA,Gd,CBlock,TA,TA,698,TA,698,430,1128,1,0,2,TA,6,Typ,0,NA,2,528,TA,TA,30,0,164,0,0,2010,68400
1281,20,9808,1Fam,1Story,7,5,2002,2002,Gd,TA,PConc,Gd,TA,1573,Ex,1573,0,1573,2,0,3,Gd,6,Typ,0,NA,2,544,TA,TA,0,72,0,0,0,2009,227000
1282,20,8049,1Fam,1Story,7,5,1990,1990,TA,TA,CBlock,Gd,TA,1309,TA,1339,0,1339,2,0,2,TA,6,Typ,1,TA,2,484,Gd,Gd,0,58,0,0,90,2006,180000
1283,20,8800,1Fam,1Story,5,7,1977,2008,TA,TA,CBlock,Gd,TA,1040,TA,1040,0,1040,2,0,3,Gd,5,Typ,0,NA,2,484,TA,TA,0,0,0,0,288,2009,150500
1284,90,9400,Duplex,2Story,6,5,1971,1971,TA,TA,CBlock,TA,TA,912,TA,912,912,1824,2,2,4,TA,8,Typ,0,NA,0,0,NA,NA,128,0,0,0,0,2010,139000
1285,50,9638,1Fam,1.5Fin,6,7,1919,1990,TA,TA,PConc,TA,TA,804,Ex,1699,748,2447,2,0,4,Gd,10,Min2,1,Gd,1,336,TA,TA,272,0,42,0,116,2010,169000
1286,50,6000,1Fam,1.5Fin,6,6,1939,1950,TA,Fa,CBlock,TA,TA,780,Ex,825,587,1412,1,0,4,TA,6,Typ,1,Gd,1,280,TA,TA,45,0,0,0,0,2009,132500
1287,20,9790,1Fam,1Story,6,5,1963,1963,TA,TA,CBlock,TA,TA,1328,TA,1328,0,1328,1,1,3,TA,6,Typ,2,Gd,2,528,TA,TA,0,26,0,0,0,2010,143000
1288,20,36500,1Fam,1Story,5,5,1964,1964,TA,Gd,CBlock,TA,TA,1624,Fa,1582,0,1582,2,0,4,TA,7,Typ,0,NA,2,390,TA,TA,168,198,0,0,0,2006,190000
1289,120,5664,TwnhsE,1Story,8,5,2000,2000,Gd,TA,PConc,Gd,TA,1501,Ex,1659,0,1659,2,0,2,Ex,5,Typ,1,Ex,2,499,TA,TA,212,59,0,0,0,2009,278000
1290,60,11065,1Fam,2Story,8,5,2006,2006,Gd,TA,PConc,Gd,TA,1085,Ex,1120,850,1970,2,1,3,Ex,8,Typ,1,Gd,3,753,TA,TA,177,74,0,0,0,2006,281000
1291,80,14112,1Fam,SLvl,5,7,1964,1964,TA,TA,PConc,TA,TA,1152,TA,1152,0,1152,1,0,3,TA,6,Typ,1,Gd,2,484,TA,TA,227,0,0,0,0,2010,180500
1292,160,1680,Twnhs,2Story,5,7,1972,1972,TA,TA,CBlock,TA,TA,630,TA,630,672,1302,2,1,3,TA,6,Typ,0,NA,1,264,TA,TA,185,0,0,0,0,2009,119500
1293,70,6600,1Fam,2Story,5,4,1892,1965,TA,TA,Stone,TA,TA,994,TA,1378,994,2372,2,0,4,TA,11,Min2,0,NA,1,432,TA,TA,0,287,0,0,0,2009,107500
1294,60,10140,1Fam,2Story,7,5,1976,1976,TA,TA,PConc,Gd,TA,832,TA,832,832,1664,2,1,4,TA,8,Typ,1,TA,2,528,TA,TA,0,28,0,0,259,2006,162900
1295,20,8172,1Fam,1Story,5,7,1955,1990,TA,TA,CBlock,TA,TA,864,TA,864,0,864,1,0,2,TA,5,Typ,0,NA,2,572,TA,TA,0,0,0,0,0,2006,115000
1296,20,8400,1Fam,1Story,5,5,1968,1968,TA,TA,CBlock,TA,TA,1052,Gd,1052,0,1052,1,1,3,TA,5,Typ,0,NA,1,288,TA,TA,356,0,0,0,0,2006,138500
1297,20,8700,1Fam,1Story,5,6,1963,1963,TA,Gd,CBlock,TA,TA,1120,Gd,1128,0,1128,2,0,3,TA,6,Typ,0,NA,2,525,TA,TA,192,20,123,0,0,2008,155000
1298,180,3675,TwnhsE,SFoyer,6,5,2005,2006,TA,TA,PConc,Gd,TA,547,Gd,1072,0,1072,2,0,2,TA,5,Typ,0,NA,2,525,TA,TA,0,44,0,0,0,2006,140000
1299,60,63887,1Fam,2Story,10,5,2008,2008,Ex,TA,PConc,Ex,TA,6110,Ex,4692,950,5642,2,1,3,Ex,12,Typ,3,Gd,2,1418,TA,TA,214,292,0,0,0,2008,160000
1300,20,7500,1Fam,1Story,5,7,1959,1994,TA,TA,CBlock,TA,TA,1246,Ex,1246,0,1246,1,1,3,Gd,6,Typ,0,NA,1,305,TA,TA,218,0,0,0,0,2010,154000
1301,60,10762,1Fam,2Story,7,5,1999,1999,Gd,TA,PConc,Gd,TA,978,Ex,1005,978,1983,2,1,3,Gd,9,Typ,1,TA,2,490,TA,TA,0,0,0,0,0,2009,225000
1302,70,7500,1Fam,2Story,6,7,1942,1950,TA,TA,CBlock,TA,TA,771,Fa,753,741,1494,1,0,3,Gd,7,Typ,2,Gd,1,213,TA,TA,0,0,0,0,224,2009,177500
1303,60,10120,1Fam,2Story,8,5,1994,1994,Gd,TA,PConc,Gd,TA,1165,Ex,1203,1323,2526,2,1,4,Gd,8,Typ,1,TA,3,844,TA,TA,309,78,0,0,0,2006,290000
1304,20,8688,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,Gd,TA,1616,Ex,1616,0,1616,2,0,3,Gd,7,Typ,0,NA,3,834,TA,TA,208,59,0,0,0,2006,232000
1305,160,3363,TwnhsE,2Story,7,5,2004,2004,Gd,TA,PConc,Gd,TA,976,Ex,976,732,1708,2,0,3,Gd,7,Maj1,0,NA,2,380,TA,TA,0,40,0,0,0,2006,130000
1306,20,13173,1Fam,1Story,9,5,2006,2007,Gd,TA,PConc,Ex,TA,1652,Ex,1652,0,1652,2,0,2,Ex,6,Typ,2,Ex,2,840,TA,TA,404,102,0,0,0,2009,325000
1307,120,6955,TwnhsE,1Story,7,5,2005,2006,Gd,TA,PConc,Gd,TA,1368,Ex,1368,0,1368,2,0,2,Gd,6,Typ,1,Gd,2,474,TA,TA,132,35,0,0,0,2006,202500
1308,20,8072,1Fam,1Story,5,5,1994,1995,TA,Gd,PConc,Gd,Gd,990,Ex,990,0,990,1,0,3,TA,5,Typ,0,NA,2,480,TA,TA,0,64,0,0,0,2009,138000
1309,20,12000,1Fam,1Story,5,7,1948,2005,TA,TA,CBlock,TA,TA,924,Ex,1122,0,1122,1,0,2,Gd,6,Typ,0,NA,2,528,TA,TA,0,36,0,0,0,2008,147000
1310,20,7153,1Fam,1Story,6,5,1991,1991,TA,TA,CBlock,Gd,TA,1278,Gd,1294,0,1294,2,0,3,Gd,6,Typ,0,NA,2,496,TA,TA,112,51,0,0,0,2008,179200
1311,20,17500,1Fam,1Story,7,8,1959,2002,Gd,Gd,PConc,Gd,TA,1902,TA,1902,0,1902,2,0,3,Ex,7,Typ,2,TA,2,567,TA,TA,0,207,162,0,0,2010,335000
1312,20,8814,1Fam,1Story,7,5,2005,2007,Gd,TA,PConc,Gd,TA,1274,Ex,1274,0,1274,2,0,3,Gd,6,Typ,0,NA,2,508,TA,TA,264,98,0,0,0,2007,203000
1313,60,9572,1Fam,2Story,8,5,1990,1990,Gd,TA,PConc,Ex,TA,1453,Ex,1453,1357,2810,2,1,4,Gd,9,Typ,1,Ex,2,750,Gd,Gd,500,0,0,0,0,2007,302000
1314,60,14774,1Fam,2Story,9,5,1999,1999,Gd,TA,PConc,Gd,TA,1393,Ex,1422,1177,2599,2,1,4,Gd,10,Typ,1,TA,3,779,TA,TA,668,30,0,0,0,2010,333168
1315,20,8190,1Fam,1Story,4,6,1954,1954,TA,TA,CBlock,TA,TA,948,Ex,948,0,948,1,0,3,TA,5,Typ,1,TA,1,280,TA,TA,0,36,0,0,0,2007,119000
1316,60,11075,1Fam,2Story,6,5,1969,1969,TA,TA,CBlock,Fa,TA,952,TA,1092,1020,2112,2,1,4,TA,9,Typ,2,Gd,2,576,TA,TA,280,0,0,0,0,2008,206900
1317,20,10226,1Fam,1Story,8,5,2008,2008,Gd,TA,PConc,Ex,TA,1622,Ex,1630,0,1630,2,0,3,Ex,8,Typ,1,Gd,3,860,TA,TA,172,42,0,0,0,2009,295493
1318,120,4230,TwnhsE,1Story,7,5,2006,2007,Gd,TA,PConc,Ex,Gd,1352,Ex,1352,0,1352,2,0,2,Gd,5,Typ,1,Gd,2,466,TA,TA,0,241,0,0,0,2007,208900
1319,20,14781,1Fam,1Story,8,5,2001,2002,Gd,TA,PConc,Gd,TA,1753,Ex,1787,0,1787,2,0,3,Gd,7,Typ,1,TA,3,748,TA,TA,198,150,0,0,0,2006,275000
1320,20,10215,1Fam,1Story,4,5,1954,1954,TA,TA,PConc,TA,TA,864,Ex,948,0,948,1,0,3,TA,5,Typ,0,NA,1,248,TA,TA,0,0,0,0,0,2007,111000
1321,20,8400,1Fam,1Story,6,3,1957,1957,TA,TA,CBlock,TA,TA,1478,Gd,1478,0,1478,1,1,3,TA,6,Typ,2,Gd,2,442,TA,TA,114,0,0,0,216,2009,156500
1322,20,6627,1Fam,1Story,3,6,1949,1950,TA,TA,CBlock,NA,NA,0,TA,720,0,720,1,0,2,TA,4,Typ,0,NA,1,287,TA,Fa,0,0,0,0,0,2008,72500
1323,60,10186,1Fam,2Story,7,5,1992,1992,Gd,TA,PConc,Gd,TA,750,Ex,1061,862,1923,2,1,3,Gd,8,Typ,1,TA,2,564,TA,TA,240,39,0,0,0,2010,190000
1324,30,5330,1Fam,1Story,4,7,1940,1950,Fa,TA,CBlock,TA,TA,420,Gd,708,0,708,1,0,2,Fa,5,Typ,0,NA,0,0,NA,NA,164,0,0,0,0,2009,82500
1325,20,9986,1Fam,1Story,8,5,2006,2007,Gd,TA,PConc,Ex,TA,1795,Ex,1795,0,1795,2,0,2,Gd,7,Typ,1,Gd,3,895,TA,TA,0,49,0,0,0,2007,147000
1326,30,3636,1Fam,1Story,4,4,1922,1950,TA,TA,BrkTil,TA,Fa,796,Fa,796,0,796,1,0,2,TA,5,Typ,0,NA,0,0,NA,NA,0,0,100,0,0,2008,55000
1327,30,4270,1Fam,1Story,3,6,1931,2006,TA,TA,BrkTil,TA,TA,544,Ex,774,0,774,1,0,3,Gd,6,Typ,0,NA,0,0,NA,NA,0,0,286,0,0,2007,79000
1328,20,6600,1Fam,1Story,5,9,1982,2008,Gd,Gd,CBlock,TA,TA,816,Ex,816,0,816,1,0,3,Gd,5,Typ,1,Ex,1,264,TA,TA,0,0,0,0,0,2008,130500
1329,50,10440,1Fam,1.5Fin,6,7,1920,1950,Gd,Gd,BrkTil,Gd,TA,1510,Ex,1584,1208,2792,2,0,5,TA,8,Mod,2,TA,2,520,Fa,TA,0,547,0,0,480,2008,256000
1330,60,9084,1Fam,2Story,7,5,1998,1998,TA,TA,PConc,Gd,TA,935,Gd,955,677,1632,2,1,3,TA,8,Typ,1,TA,2,462,TA,TA,0,28,0,0,0,2006,176500
1331,20,10000,1Fam,1Story,8,5,2006,2006,Gd,TA,PConc,Gd,Gd,1588,Ex,1588,0,1588,2,0,3,Gd,7,Typ,1,Gd,3,825,TA,TA,144,45,0,0,0,2007,227000
1332,80,10780,1Fam,SLvl,5,5,1976,1976,TA,TA,CBlock,TA,TA,911,Gd,954,0,954,1,0,3,TA,6,Typ,0,NA,2,576,TA,TA,0,0,0,0,0,2006,132500
1333,20,8877,1Fam,1Story,4,6,1938,1958,TA,TA,CBlock,TA,TA,816,Ex,816,0,816,1,0,2,TA,3,Typ,1,Gd,1,288,Fa,Fa,0,0,0,0,0,2009,100000
1334,50,7200,1Fam,1.5Fin,5,6,1938,1995,TA,TA,CBlock,TA,TA,803,Ex,803,557,1360,1,1,2,Gd,6,Typ,0,NA,1,297,TA,TA,0,65,190,0,0,2006,125500
1335,160,2368,TwnhsE,2Story,5,6,1970,1970,TA,TA,CBlock,TA,TA,765,TA,765,600,1365,1,1,3,TA,7,Min1,0,NA,2,440,TA,TA,0,36,0,0,0,2009,125000
1336,20,9650,1Fam,1Story,6,5,1977,1977,TA,TA,CBlock,Gd,TA,1350,TA,1334,0,1334,2,0,2,TA,6,Typ,1,TA,2,630,TA,TA,0,16,0,0,0,2009,167900
1337,90,9246,Duplex,1Story,5,5,1973,1973,TA,TA,CBlock,TA,TA,1656,TA,1656,0,1656,2,0,4,TA,8,Typ,0,NA,2,506,TA,TA,0,211,0,0,0,2008,135000
1338,30,4118,1Fam,1Story,4,4,1941,1950,TA,TA,CBlock,TA,TA,693,Fa,693,0,693,1,0,2,Fa,4,Typ,0,NA,0,0,NA,NA,0,20,0,0,0,2006,52500
1339,60,13450,1Fam,2Story,7,5,2002,2002,Gd,TA,PConc,Gd,TA,916,Ex,920,941,1861,2,1,3,Gd,8,Typ,0,NA,2,492,TA,TA,146,91,0,0,0,2006,200000
1340,20,9560,1Fam,1Story,5,7,1972,1972,TA,Gd,CBlock,TA,TA,864,Ex,864,0,864,1,0,3,TA,5,Typ,0,NA,1,288,TA,TA,0,0,0,0,0,2006,128500
1341,20,8294,1Fam,1Story,4,5,1971,1971,TA,TA,CBlock,TA,TA,858,TA,872,0,872,1,0,3,TA,5,Typ,0,NA,4,480,TA,TA,0,0,0,0,0,2007,123000
1342,20,13695,1Fam,1Story,6,5,2003,2004,TA,TA,PConc,Gd,TA,1114,Ex,1114,0,1114,1,0,3,Gd,6,Typ,0,NA,2,576,TA,TA,0,78,0,0,0,2008,155000
1343,60,9375,1Fam,2Story,8,5,2002,2002,Gd,TA,PConc,Gd,TA,1284,Ex,1284,885,2169,2,1,3,Gd,7,Typ,1,Gd,2,647,TA,TA,192,87,0,0,0,2007,228500
1344,50,7558,1Fam,1.5Fin,6,6,1928,1950,TA,TA,BrkTil,TA,TA,896,Gd,1172,741,1913,1,1,3,TA,9,Typ,1,TA,2,342,Fa,Fa,0,0,0,0,0,2009,177000
1345,60,11103,1Fam,2Story,7,5,2006,2006,Gd,TA,PConc,Gd,TA,728,Ex,728,728,1456,2,1,3,Gd,8,Typ,1,TA,2,440,TA,TA,0,0,0,0,0,2007,155835
1346,30,6000,1Fam,1Story,4,4,1920,1950,TA,TA,PConc,TA,TA,960,Gd,960,0,960,1,0,2,Fa,5,Typ,0,NA,1,308,TA,TA,0,0,168,0,0,2007,108500
1347,20,20781,1Fam,1Story,7,7,1968,2003,TA,TA,CBlock,TA,TA,1568,TA,2156,0,2156,2,0,3,TA,9,Typ,1,Gd,2,508,Gd,TA,0,80,0,290,0,2006,262500
1348,20,15306,1Fam,1Story,8,5,2006,2007,Gd,TA,PConc,Ex,TA,1732,Ex,1776,0,1776,2,0,3,Gd,7,Typ,1,Gd,3,712,TA,TA,0,0,0,0,0,2007,283463
1349,20,16196,1Fam,1Story,7,5,1998,1998,Gd,TA,PConc,Gd,TA,1482,Ex,1494,0,1494,2,0,3,Gd,5,Typ,1,Fa,2,514,TA,TA,402,25,0,0,0,2007,215000
1350,70,5250,1Fam,2Story,8,5,1872,1987,TA,Gd,BrkTil,TA,Fa,684,Fa,938,1215,2358,2,0,4,TA,8,Typ,0,NA,0,0,NA,NA,0,54,20,0,0,2008,122000
1351,90,11643,Duplex,2Story,5,5,1969,1969,TA,TA,CBlock,TA,TA,1248,TA,1338,1296,2634,2,2,6,TA,12,Typ,0,NA,4,968,TA,TA,0,0,0,0,0,2009,200000
1352,60,9247,1Fam,2Story,6,6,1962,1962,TA,TA,CBlock,TA,TA,858,Ex,858,858,1716,1,1,4,TA,8,Typ,1,Gd,2,490,TA,TA,0,84,0,0,120,2008,171000
1353,50,6000,1Fam,1.5Fin,6,9,1937,2000,Gd,TA,BrkTil,TA,TA,698,TA,786,390,1176,1,0,2,TA,4,Typ,0,NA,2,624,TA,TA,210,0,0,0,0,2009,134900
1354,50,14720,1Fam,1.5Fin,8,5,1995,1996,Gd,TA,PConc,Gd,TA,2033,Ex,2053,1185,3238,2,1,4,Gd,9,Typ,1,Ex,3,666,TA,TA,283,86,0,0,0,2010,410000
1355,60,10316,1Fam,2Story,7,5,2000,2000,Gd,TA,PConc,Gd,TA,992,Ex,992,873,1865,2,1,3,Gd,7,Typ,1,TA,3,839,TA,TA,0,184,0,0,0,2008,235000
1356,80,10192,1Fam,SLvl,7,6,1968,1992,TA,TA,CBlock,TA,TA,570,Gd,1222,698,1920,3,0,4,Gd,8,Typ,1,TA,2,487,TA,TA,0,98,0,0,0,2006,170000
1357,20,9477,1Fam,1Story,5,5,1966,1966,TA,TA,CBlock,TA,TA,864,TA,892,0,892,1,0,3,TA,5,Typ,0,NA,1,264,TA,TA,0,0,0,0,0,2008,110000
1358,20,12537,1Fam,1Story,5,6,1971,2008,TA,TA,CBlock,TA,TA,1078,Ex,1078,0,1078,1,1,3,TA,6,Typ,1,Fa,2,500,TA,TA,0,0,0,0,0,2010,149900
1359,160,2117,Twnhs,2Story,6,5,2000,2000,Gd,TA,PConc,Gd,TA,756,Ex,769,804,1573,2,1,3,Gd,5,Typ,0,NA,2,440,TA,TA,0,32,0,0,0,2010,177500
1360,20,16737,1Fam,1Story,9,5,2004,2005,Gd,TA,PConc,Ex,TA,1980,Ex,1980,0,1980,2,0,3,Ex,8,Typ,1,Gd,3,770,TA,TA,194,45,0,0,0,2006,315000
1361,70,9842,1Fam,2Story,5,6,1921,1998,TA,TA,BrkTil,TA,Fa,612,Ex,990,1611,2601,3,1,4,TA,8,Typ,0,NA,2,621,TA,TA,183,0,301,0,0,2008,189000
1362,20,16158,1Fam,1Story,7,5,2005,2005,Gd,TA,PConc,Ex,TA,1530,Ex,1530,0,1530,2,0,3,Gd,7,Typ,1,Gd,2,430,TA,TA,168,36,0,0,0,2009,260000
1363,50,12513,1Fam,1.5Fin,4,4,1920,2007,TA,Gd,BrkTil,TA,Fa,715,Gd,1281,457,1738,2,0,4,TA,7,Typ,1,Gd,1,368,TA,TA,55,0,0,0,0,2009,104900
1364,60,8499,1Fam,2Story,6,5,2006,2007,TA,TA,PConc,Gd,TA,616,Ex,616,796,1412,2,1,3,Gd,6,Typ,1,Gd,2,432,TA,TA,0,36,0,0,0,2007,156932
1365,160,3180,TwnhsE,2Story,7,5,2005,2005,Gd,TA,PConc,Gd,TA,600,Ex,520,600,1200,2,1,2,Gd,4,Typ,0,NA,2,480,TA,TA,0,166,0,0,0,2006,144152
